Product_ID,Brand,Category,Price_INR,Units_Sold,Discount_Percent,Revenue_INR,Rating,Customer_Age,Customer_Gender,Skin_Type,Region,Sales_Channel,Sale_Date,Returned,Month,Quarter,Day_of_Week,Is_weekend,Price_Range,Age_Group,Revenue_Per_Unit,Rating_Category,High_Rating,Return_Loss_INR
PROD0326,Maybelline,Primer,1568.69,28,10,39530.99,3.2,32,Male,Sensitive,Bangalore,Online,03-01-2023,0,January,1,Tuesday,0,Premium,Mature,1411.82,Average,0,0
PROD0327,Lakme,Mascara,475.82,21,0,9992.22,4,55,Female,Sensitive,Hyderabad,Retail Store,07-02-2023,0,February,1,Tuesday,0,Budget,Mature,475.82,Good,1,0
PROD0328,L'Oreal,Eyeshadow,2225.76,33,0,73450.08,2.9,50,Female,Combination,Kolkata,Online,20-04-2023,0,April,2,Thursday,0,Premium,Mature,2225.76,Poor,0,0
PROD0329,MAC,Blush,2388.14,40,10,85973.04,3.8,51,Female,Combination,Mumbai,Online,25-11-2023,0,November,4,Saturday,1,Premium,Mature,2149.33,Average,0,0
PROD0330,Revlon,Lipstick,1076.54,8,5,8181.7,3.5,50,Male,Sensitive,Hyderabad,Online,11-07-2023,0,July,3,Tuesday,0,Mid-Range,Mature,1022.71,Average,0,0
PROD0331,Lakme,Eyeliner,514.3,42,10,19440.54,3,48,Non-binary,Dry,Delhi,Online,03-10-2023,0,October,4,Tuesday,0,Mid-Range,Mature,462.87,Average,0,0
PROD0332,MAC,Eyeshadow,3500.18,28,10,88204.54,4.6,29,Female,Oily,Kolkata,Brand Store,20-03-2023,0,March,1,Monday,0,Premium,Young Adult,3150.16,Excellent,1,0
PROD0333,Maybelline,Lipstick,367.54,12,10,3969.43,4.5,51,Male,Dry,Delhi,Brand Store,28-07-2023,0,July,3,Friday,0,Budget,Mature,330.79,Excellent,1,0
PROD0334,Revlon,Highlighter,344.62,44,5,14405.12,2.8,16,Female,Sensitive,Delhi,Brand Store,07-02-2023,0,February,1,Tuesday,0,Budget,Mature,327.39,Poor,0,0
PROD0335,NYX,Blush,1614.38,19,10,27605.9,4.4,44,Female,Oily,Kolkata,Retail Store,01-10-2023,0,October,4,Sunday,1,Premium,Mature,1452.94,Good,1,0
PROD0336,NYX,Primer,3376.38,10,10,30387.42,3.2,39,Female,Sensitive,Mumbai,Brand Store,22-01-2023,0,January,1,Sunday,1,Premium,Mature,3038.74,Average,0,0
PROD0337,Faces Canada,Primer,3335.58,20,15,56704.86,3,38,Female,Sensitive,Chennai,Retail Store,05-04-2023,0,April,2,Wednesday,0,Premium,Mature,2835.24,Average,0,0
PROD0338,Maybelline,Eyeshadow,970.21,37,0,35897.77,4.6,51,Female,Sensitive,Ahmedabad,Brand Store,10-12-2023,0,December,4,Sunday,1,Mid-Range,Mature,970.21,Excellent,1,0
PROD0339,Sugar,Setting Spray,1917.57,23,5,41898.9,2.8,31,Female,Sensitive,Delhi,Retail Store,10-04-2023,0,April,2,Monday,0,Premium,Mature,1821.69,Poor,0,0
PROD0340,NYX,Setting Spray,1478.57,10,10,13307.13,3.9,39,Female,Dry,Pune,Retail Store,07-05-2023,0,May,2,Sunday,1,Mid-Range,Mature,1330.71,Average,0,0
PROD0341,NYX,Highlighter,2568.14,9,0,23113.26,4.2,37,Female,Normal,Ahmedabad,Retail Store,06-06-2023,0,June,2,Tuesday,0,Premium,Mature,2568.14,Good,1,0
PROD0342,Maybelline,Setting Spray,1730.89,9,10,14020.21,4.7,28,Female,Oily,Hyderabad,Brand Store,10-01-2023,0,January,1,Tuesday,0,Premium,Young Adult,1557.8,Excellent,1,0
PROD0343,Colorbar,Setting Spray,988.13,38,0,37548.94,3,18,Female,Sensitive,Hyderabad,Brand Store,18-03-2023,0,March,1,Saturday,1,Mid-Range,Mature,988.13,Average,0,0
PROD0344,NYX,Setting Spray,526.73,33,15,14774.78,3.8,41,Female,Oily,Pune,Brand Store,11-11-2023,0,November,4,Saturday,1,Mid-Range,Mature,447.72,Average,0,0
PROD0345,Sugar,Mascara,485.76,37,0,17973.12,4.9,25,Female,Oily,Ahmedabad,Retail Store,07-09-2023,0,September,3,Thursday,0,Budget,Young Adult,485.76,Excellent,1,0
PROD0346,Lakme,Eyeshadow,2773.44,34,0,94296.96,4.8,39,Male,Normal,Kolkata,Retail Store,21-01-2023,1,January,1,Saturday,1,Premium,Mature,2773.44,Excellent,1,94296.96
PROD0347,NYX,Primer,2987.94,17,0,50794.98,3.9,52,Female,Normal,Bangalore,Retail Store,01-12-2023,0,December,4,Friday,0,Premium,Mature,2987.94,Average,0,0
PROD0348,Nykaa,Blush,2438.49,15,0,36577.35,3.8,38,Male,Normal,Pune,Retail Store,04-01-2023,0,January,1,Wednesday,0,Premium,Mature,2438.49,Average,0,0
PROD0349,MAC,Mascara,337.84,42,5,13479.82,3.2,25,Female,Combination,Bangalore,Online,02-03-2023,0,March,1,Thursday,0,Budget,Young Adult,320.95,Average,0,0
PROD0350,Maybelline,Concealer,1451.42,31,10,40494.62,3.7,53,Female,Normal,Bangalore,Brand Store,23-01-2023,0,January,1,Monday,0,Mid-Range,Mature,1306.28,Average,0,0
PROD0351,Faces Canada,Mascara,269.58,37,10,8977.01,2.9,26,Non-binary,Sensitive,Hyderabad,Online,03-11-2023,1,November,4,Friday,0,Budget,Young Adult,242.62,Poor,0,8977.01
PROD0352,Maybelline,Blush,736.55,39,0,28725.45,5,46,Female,Normal,Bangalore,Online,26-10-2023,0,October,4,Thursday,0,Mid-Range,Mature,736.55,Excellent,1,0
PROD0353,NYX,Primer,919.1,44,5,38418.38,3.4,45,Female,Normal,Delhi,Online,25-02-2023,0,February,1,Saturday,1,Mid-Range,Mature,873.14,Average,0,0
PROD0354,Nykaa,Primer,2962.02,39,0,115518.78,2.7,46,Female,Sensitive,Mumbai,Brand Store,17-02-2023,0,February,1,Friday,0,Premium,Mature,2962.02,Poor,0,0
PROD0355,Faces Canada,Setting Spray,1706.61,50,15,72530.93,4.2,43,Female,Oily,Kolkata,Retail Store,08-08-2023,0,August,3,Tuesday,0,Premium,Mature,1450.62,Good,1,0
PROD0356,Revlon,Highlighter,1890.02,48,0,90720.96,4.8,52,Female,Dry,Delhi,Retail Store,30-04-2023,1,April,2,Sunday,1,Premium,Mature,1890.02,Excellent,1,90720.96
PROD0357,Faces Canada,Setting Spray,994.11,13,0,12923.43,2.5,16,Female,Oily,Delhi,Brand Store,16-04-2023,0,April,2,Sunday,1,Mid-Range,Mature,994.11,Poor,0,0
PROD0358,Maybelline,Concealer,601.58,42,0,25266.36,4,32,Female,Combination,Kolkata,Brand Store,15-12-2023,0,December,4,Friday,0,Mid-Range,Mature,601.58,Good,1,0
PROD0359,Faces Canada,Primer,1895.13,24,0,45483.12,3.9,46,Female,Sensitive,Hyderabad,Retail Store,28-12-2023,0,December,4,Thursday,0,Premium,Mature,1895.13,Average,0,0
PROD0360,MAC,Foundation,1728.55,45,10,70006.28,4.9,22,Female,Normal,Chennai,Brand Store,09-10-2023,0,October,4,Monday,0,Premium,Young Adult,1555.7,Excellent,1,0
PROD0361,L'Oreal,Lipstick,1094.33,41,0,44867.53,2.5,21,Female,Sensitive,Bangalore,Retail Store,02-02-2023,0,February,1,Thursday,0,Mid-Range,Young Adult,1094.33,Poor,0,0
PROD0362,Lakme,Setting Spray,1531.37,26,5,37824.84,4,49,Female,Sensitive,Hyderabad,Brand Store,31-03-2023,0,March,1,Friday,0,Premium,Mature,1454.8,Good,1,0
PROD0363,Faces Canada,Eyeshadow,1357.51,3,0,4072.53,4.5,48,Female,Dry,Chennai,Brand Store,04-07-2023,0,July,3,Tuesday,0,Mid-Range,Mature,1357.51,Excellent,1,0
PROD0364,Maybelline,Mascara,1994.27,50,0,99713.5,3.5,41,Female,Dry,Kolkata,Brand Store,27-12-2023,0,December,4,Wednesday,0,Premium,Mature,1994.27,Average,0,0
PROD0365,Faces Canada,Blush,2308.69,23,0,53099.87,3.4,33,Female,Dry,Chennai,Brand Store,26-07-2023,0,July,3,Wednesday,0,Premium,Mature,2308.69,Average,0,0
PROD0366,Faces Canada,Highlighter,586.56,5,5,2786.16,3.8,37,Male,Combination,Delhi,Brand Store,22-10-2023,0,October,4,Sunday,1,Mid-Range,Mature,557.23,Average,0,0
PROD0367,Colorbar,Highlighter,1605.28,16,10,23116.03,4.4,45,Female,Oily,Ahmedabad,Brand Store,13-05-2023,0,May,2,Saturday,1,Premium,Mature,1444.75,Good,1,0
PROD0368,MAC,Eyeshadow,3260.4,27,10,79227.72,4.9,49,Female,Combination,Mumbai,Brand Store,17-02-2023,0,February,1,Friday,0,Premium,Mature,2934.36,Excellent,1,0
PROD0369,Maybelline,Concealer,1641.39,12,0,19696.68,3.7,38,Female,Combination,Chennai,Brand Store,16-12-2023,1,December,4,Saturday,1,Premium,Mature,1641.39,Average,0,19696.68
PROD0370,MAC,Eyeshadow,3020.82,17,0,51353.94,3,28,Female,Combination,Chennai,Brand Store,24-02-2023,0,February,1,Friday,0,Premium,Young Adult,3020.82,Average,0,0
PROD0371,Colorbar,Eyeliner,108.28,35,5,3600.31,4.9,46,Female,Combination,Pune,Brand Store,22-10-2023,0,October,4,Sunday,1,Budget,Mature,102.87,Excellent,1,0
PROD0372,NYX,Primer,1632.82,49,10,72007.36,3.9,19,Female,Sensitive,Kolkata,Retail Store,27-06-2023,0,June,2,Tuesday,0,Premium,Mature,1469.54,Average,0,0
PROD0373,Sugar,Mascara,1957.69,45,10,79286.45,3.8,36,Female,Dry,Mumbai,Online,21-02-2023,0,February,1,Tuesday,0,Premium,Mature,1761.92,Average,0,0
PROD0374,L'Oreal,Blush,1483.82,16,15,20179.95,3.2,55,Female,Dry,Pune,Retail Store,18-04-2023,0,April,2,Tuesday,0,Mid-Range,Mature,1261.25,Average,0,0
PROD0375,Nykaa,Concealer,926.32,12,0,11115.84,3.9,52,Male,Combination,Chennai,Online,12-10-2023,0,October,4,Thursday,0,Mid-Range,Mature,926.32,Average,0,0
PROD0376,L'Oreal,Mascara,1050.85,1,0,1050.85,2.9,47,Female,Sensitive,Bangalore,Brand Store,11-06-2023,0,June,2,Sunday,1,Mid-Range,Mature,1050.85,Poor,0,0
PROD0377,Colorbar,Primer,546.95,7,0,3828.65,4.2,19,Male,Normal,Chennai,Retail Store,19-02-2023,0,February,1,Sunday,1,Mid-Range,Mature,546.95,Good,1,0
PROD0378,Revlon,Concealer,1656.47,17,5,26751.99,3.4,42,Female,Sensitive,Delhi,Retail Store,22-10-2023,0,October,4,Sunday,1,Premium,Mature,1573.65,Average,0,0
PROD0379,Revlon,Blush,980.78,33,20,25892.59,3.7,44,Female,Sensitive,Delhi,Retail Store,20-11-2023,1,November,4,Monday,0,Mid-Range,Mature,784.62,Average,0,25892.59
PROD0380,Nykaa,Concealer,1840.94,37,10,61303.3,3.5,20,Female,Combination,Delhi,Online,12-06-2023,0,June,2,Monday,0,Premium,Mature,1656.85,Average,0,0
PROD0381,Nykaa,Setting Spray,760.39,29,0,22051.31,4.5,39,Female,Dry,Ahmedabad,Retail Store,12-01-2023,0,January,1,Thursday,0,Mid-Range,Mature,760.39,Excellent,1,0
PROD0382,Maybelline,Blush,723,26,25,14098.5,2.8,20,Female,Oily,Ahmedabad,Brand Store,23-07-2023,0,July,3,Sunday,1,Mid-Range,Mature,542.25,Poor,0,0
PROD0383,NYX,Foundation,2277.55,6,0,13665.3,4.1,40,Female,Dry,Hyderabad,Online,15-08-2023,0,August,3,Tuesday,0,Premium,Mature,2277.55,Good,1,0
PROD0384,Lakme,Mascara,262.31,23,25,4524.85,4.7,36,Non-binary,Sensitive,Ahmedabad,Retail Store,08-10-2023,0,October,4,Sunday,1,Budget,Mature,196.73,Excellent,1,0
PROD0385,L'Oreal,Primer,2231.17,30,0,66935.1,4.1,52,Female,Sensitive,Kolkata,Brand Store,27-06-2023,0,June,2,Tuesday,0,Premium,Mature,2231.17,Good,1,0
PROD0386,Sugar,Foundation,1284.49,27,5,32947.17,3.1,35,Male,Sensitive,Mumbai,Online,11-03-2023,0,March,1,Saturday,1,Mid-Range,Mature,1220.27,Average,0,0
PROD0387,Sugar,Lipstick,2377.95,31,5,70030.63,3.2,43,Female,Dry,Hyderabad,Brand Store,08-10-2023,0,October,4,Sunday,1,Premium,Mature,2259.05,Average,0,0
PROD0388,Nykaa,Primer,1623.13,11,15,15176.27,4.3,40,Female,Combination,Kolkata,Online,17-11-2023,0,November,4,Friday,0,Premium,Mature,1379.66,Good,1,0
PROD0389,NYX,Setting Spray,783.24,48,5,35715.74,3.8,33,Female,Oily,Kolkata,Online,29-05-2023,0,May,2,Monday,0,Mid-Range,Mature,744.08,Average,0,0
PROD0390,NYX,Eyeliner,1080.36,32,0,34571.52,3,17,Female,Sensitive,Bangalore,Online,22-02-2023,0,February,1,Wednesday,0,Mid-Range,Mature,1080.36,Average,0,0
PROD0391,Lakme,Eyeliner,425.17,10,5,4039.11,2.5,29,Female,Combination,Pune,Retail Store,13-09-2023,1,September,3,Wednesday,0,Budget,Young Adult,403.91,Poor,0,4039.11
PROD0392,Revlon,Lipstick,383.59,49,15,15976.52,4.9,19,Female,Oily,Hyderabad,Retail Store,03-04-2023,0,April,2,Monday,0,Budget,Mature,326.05,Excellent,1,0
PROD0393,Lakme,Highlighter,628.42,50,25,23565.75,4.3,40,Female,Oily,Ahmedabad,Online,18-02-2023,0,February,1,Saturday,1,Mid-Range,Mature,471.32,Good,1,0
PROD0394,Nykaa,Eyeliner,1053.7,20,0,21074,4.8,26,Female,Sensitive,Mumbai,Brand Store,10-05-2023,0,May,2,Wednesday,0,Mid-Range,Young Adult,1053.7,Excellent,1,0
PROD0395,Lakme,Concealer,2445.37,14,0,34235.18,4.9,31,Female,Oily,Kolkata,Retail Store,22-05-2023,0,May,2,Monday,0,Premium,Mature,2445.37,Excellent,1,0
PROD0396,Lakme,Eyeshadow,3884.66,38,10,132855.37,4.5,46,Female,Oily,Bangalore,Retail Store,13-09-2023,0,September,3,Wednesday,0,Premium,Mature,3496.19,Excellent,1,0
PROD0397,Lakme,Lipstick,1017.05,10,15,8644.92,4.3,22,Female,Dry,Bangalore,Retail Store,13-10-2023,0,October,4,Friday,0,Mid-Range,Young Adult,864.49,Good,1,0
PROD0398,MAC,Eyeliner,128.92,25,10,2900.7,3.4,24,Female,Normal,Hyderabad,Online,14-10-2023,0,October,4,Saturday,1,Budget,Young Adult,116.03,Average,0,0
PROD0399,Colorbar,Eyeshadow,989.71,23,0,22763.33,3.3,45,Female,Sensitive,Hyderabad,Brand Store,29-09-2023,0,September,3,Friday,0,Mid-Range,Mature,989.71,Average,0,0
PROD0400,Faces Canada,Blush,1075.37,1,15,914.06,4.4,48,Male,Dry,Kolkata,Brand Store,14-11-2023,0,November,4,Tuesday,0,Mid-Range,Mature,914.06,Good,1,0
PROD0401,Revlon,Eyeshadow,2967.43,43,0,127599.49,4.9,40,Female,Normal,Chennai,Brand Store,20-03-2023,0,March,1,Monday,0,Premium,Mature,2967.43,Excellent,1,0
PROD0402,Maybelline,Concealer,449.36,43,10,17390.23,2.7,24,Female,Dry,Bangalore,Online,09-04-2023,0,April,2,Sunday,1,Budget,Young Adult,404.42,Poor,0,0
PROD0403,Sugar,Highlighter,1719.24,45,0,77365.8,4,19,Female,Sensitive,Pune,Online,07-01-2023,1,January,1,Saturday,1,Premium,Mature,1719.24,Good,1,77365.8
PROD0404,Maybelline,Eyeliner,754.75,41,10,27850.28,2.7,51,Male,Oily,Kolkata,Retail Store,17-05-2023,0,May,2,Wednesday,0,Mid-Range,Mature,679.28,Poor,0,0
PROD0405,Maybelline,Blush,2375.3,34,20,64608.16,2.7,30,Female,Dry,Kolkata,Online,08-05-2023,0,May,2,Monday,0,Premium,Young Adult,1900.24,Poor,0,0
PROD0406,Faces Canada,Primer,1686.49,7,0,11805.43,4.4,52,Female,Normal,Pune,Brand Store,07-08-2023,0,August,3,Monday,0,Premium,Mature,1686.49,Good,1,0
PROD0407,Faces Canada,Mascara,922.2,22,5,19273.98,4.1,50,Female,Combination,Ahmedabad,Retail Store,16-06-2023,0,June,2,Friday,0,Mid-Range,Mature,876.09,Good,1,0
PROD0408,Revlon,Highlighter,1942.32,37,0,71865.84,3.9,40,Female,Normal,Hyderabad,Retail Store,23-07-2023,0,July,3,Sunday,1,Premium,Mature,1942.32,Average,0,0
PROD0409,Colorbar,Blush,285.7,9,15,2185.6,5,35,Female,Dry,Mumbai,Retail Store,11-06-2023,0,June,2,Sunday,1,Budget,Mature,242.84,Excellent,1,0
PROD0410,Faces Canada,Blush,1399.87,37,20,41436.15,4.8,25,Female,Normal,Delhi,Online,12-03-2023,0,March,1,Sunday,1,Mid-Range,Young Adult,1119.9,Excellent,1,0
PROD0411,MAC,Eyeshadow,1247.36,20,15,21205.12,2.7,41,Female,Oily,Chennai,Brand Store,05-09-2023,0,September,3,Tuesday,0,Mid-Range,Mature,1060.26,Poor,0,0
PROD0412,Maybelline,Setting Spray,1311.49,20,15,22295.33,2.6,52,Non-binary,Oily,Kolkata,Online,21-06-2023,0,June,2,Wednesday,0,Mid-Range,Mature,1114.77,Poor,0,0
PROD0413,Maybelline,Highlighter,2648.29,15,5,37738.13,4.4,54,Female,Normal,Mumbai,Brand Store,26-09-2023,0,September,3,Tuesday,0,Premium,Mature,2515.88,Good,1,0
PROD0414,Revlon,Mascara,1103.83,15,15,14073.83,2.9,41,Female,Sensitive,Ahmedabad,Brand Store,24-04-2023,0,April,2,Monday,0,Mid-Range,Mature,938.26,Poor,0,0
PROD0415,L'Oreal,Mascara,804.44,31,0,24937.64,3.9,19,Female,Oily,Kolkata,Retail Store,11-08-2023,0,August,3,Friday,0,Mid-Range,Mature,804.44,Average,0,0
PROD0416,Sugar,Mascara,1206.29,32,0,38601.28,3.5,52,Non-binary,Sensitive,Chennai,Brand Store,26-09-2023,0,September,3,Tuesday,0,Mid-Range,Mature,1206.29,Average,0,0
PROD0417,Revlon,Highlighter,2148.48,37,0,79493.76,2.7,42,Female,Combination,Kolkata,Retail Store,26-06-2023,0,June,2,Monday,0,Premium,Mature,2148.48,Poor,0,0
PROD0418,L'Oreal,Blush,2472.2,40,0,98888,4.6,44,Non-binary,Oily,Bangalore,Retail Store,30-04-2023,0,April,2,Sunday,1,Premium,Mature,2472.2,Excellent,1,0
PROD0419,Maybelline,Foundation,2666.4,16,5,40529.28,4.9,25,Female,Combination,Hyderabad,Online,26-02-2023,0,February,1,Sunday,1,Premium,Young Adult,2533.08,Excellent,1,0
PROD0420,MAC,Concealer,2123.77,14,10,26759.5,3,49,Female,Normal,Hyderabad,Brand Store,14-03-2023,0,March,1,Tuesday,0,Premium,Mature,1911.39,Average,0,0
PROD0421,Colorbar,Highlighter,2746.21,34,5,88702.58,2.6,26,Female,Dry,Mumbai,Retail Store,13-11-2023,0,November,4,Monday,0,Premium,Young Adult,2608.9,Poor,0,0
PROD0422,Maybelline,Lipstick,1093.27,18,25,14759.15,4.2,39,Male,Combination,Delhi,Online,29-11-2023,0,November,4,Wednesday,0,Mid-Range,Mature,819.95,Good,1,0
PROD0423,Maybelline,Primer,3201.91,32,10,92215.01,4.7,50,Female,Dry,Delhi,Online,23-08-2023,0,August,3,Wednesday,0,Premium,Mature,2881.72,Excellent,1,0
PROD0424,MAC,Lipstick,2321.14,20,0,46422.8,3.3,41,Female,Combination,Bangalore,Online,01-07-2023,0,July,3,Saturday,1,Premium,Mature,2321.14,Average,0,0
PROD0425,NYX,Primer,2916.68,41,10,107625.49,3.1,40,Female,Combination,Mumbai,Brand Store,24-06-2023,0,June,2,Saturday,1,Premium,Mature,2625.01,Average,0,0
PROD0426,Nykaa,Foundation,1965.82,44,0,86496.08,4,30,Female,Sensitive,Kolkata,Online,09-06-2023,1,June,2,Friday,0,Premium,Young Adult,1965.82,Good,1,86496.08
PROD0427,L'Oreal,Primer,1040.15,9,25,7021.01,4,28,Male,Sensitive,Bangalore,Retail Store,09-08-2023,1,August,3,Wednesday,0,Mid-Range,Young Adult,780.11,Good,1,7021.01
PROD0428,Colorbar,Mascara,1850.72,21,15,33035.35,2.7,50,Male,Combination,Delhi,Online,16-03-2023,0,March,1,Thursday,0,Premium,Mature,1573.11,Poor,0,0
PROD0429,Nykaa,Highlighter,1118.34,48,10,48312.29,4.8,33,Female,Oily,Bangalore,Online,14-01-2023,0,January,1,Saturday,1,Mid-Range,Mature,1006.51,Excellent,1,0
PROD0430,Colorbar,Blush,1525.41,15,15,19448.98,4,30,Female,Oily,Mumbai,Retail Store,02-09-2023,0,September,3,Saturday,1,Premium,Young Adult,1296.6,Good,1,0
PROD0431,Revlon,Eyeliner,356.75,25,25,6689.06,3.7,24,Female,Dry,Bangalore,Online,08-01-2023,1,January,1,Sunday,1,Budget,Young Adult,267.56,Average,0,6689.06
PROD0432,MAC,Eyeshadow,3103.53,5,15,13190,2.9,44,Male,Combination,Ahmedabad,Brand Store,07-05-2023,0,May,2,Sunday,1,Premium,Mature,2638,Poor,0,0
PROD0433,Nykaa,Setting Spray,1524.06,26,0,39625.56,4,52,Female,Oily,Mumbai,Brand Store,22-01-2023,0,January,1,Sunday,1,Premium,Mature,1524.06,Good,1,0
PROD0434,Nykaa,Primer,3449.86,3,0,10349.58,3.9,49,Female,Combination,Mumbai,Online,05-06-2023,0,June,2,Monday,0,Premium,Mature,3449.86,Average,0,0
PROD0435,Nykaa,Mascara,729.25,4,15,2479.45,4.2,25,Female,Normal,Ahmedabad,Brand Store,14-09-2023,0,September,3,Thursday,0,Mid-Range,Young Adult,619.86,Good,1,0
PROD0436,L'Oreal,Primer,1617.9,21,10,30578.31,3.6,27,Male,Dry,Ahmedabad,Brand Store,16-02-2023,0,February,1,Thursday,0,Premium,Young Adult,1456.11,Average,0,0
PROD0437,Maybelline,Mascara,363.24,46,0,16709.04,3.6,39,Female,Normal,Delhi,Brand Store,19-09-2023,0,September,3,Tuesday,0,Budget,Mature,363.24,Average,0,0
PROD0438,Nykaa,Primer,535.15,11,0,5886.65,4.8,52,Female,Dry,Bangalore,Online,31-12-2023,0,December,4,Sunday,1,Mid-Range,Mature,535.15,Excellent,1,0
PROD0439,NYX,Eyeliner,976.66,8,5,7422.62,4.7,28,Female,Combination,Mumbai,Brand Store,12-09-2023,0,September,3,Tuesday,0,Mid-Range,Young Adult,927.83,Excellent,1,0
PROD0440,Colorbar,Lipstick,2230.1,16,20,28545.28,3,46,Female,Normal,Ahmedabad,Retail Store,04-11-2023,0,November,4,Saturday,1,Premium,Mature,1784.08,Average,0,0
PROD0441,Colorbar,Blush,1664.06,14,15,19802.31,2.6,25,Female,Combination,Mumbai,Brand Store,17-01-2023,0,January,1,Tuesday,0,Premium,Young Adult,1414.45,Poor,0,0
PROD0442,Revlon,Blush,2320.79,4,10,8354.84,2.8,27,Female,Combination,Bangalore,Brand Store,21-12-2023,0,December,4,Thursday,0,Premium,Young Adult,2088.71,Poor,0,0
PROD0443,L'Oreal,Primer,3395.48,48,15,138535.58,3.9,18,Female,Combination,Delhi,Retail Store,14-07-2023,0,July,3,Friday,0,Premium,Mature,2886.16,Average,0,0
PROD0444,Maybelline,Primer,1307.07,9,0,11763.63,2.8,33,Female,Normal,Pune,Brand Store,23-12-2023,0,December,4,Saturday,1,Mid-Range,Mature,1307.07,Poor,0,0
PROD0445,Faces Canada,Setting Spray,1978.21,31,25,45993.38,4.3,54,Male,Sensitive,Hyderabad,Retail Store,13-05-2023,0,May,2,Saturday,1,Premium,Mature,1483.66,Good,1,0
PROD0446,L'Oreal,Concealer,1796.77,32,0,57496.64,3.8,47,Female,Sensitive,Ahmedabad,Online,29-05-2023,1,May,2,Monday,0,Premium,Mature,1796.77,Average,0,57496.64
PROD0447,Sugar,Lipstick,1638.19,8,0,13105.52,4.3,29,Female,Oily,Kolkata,Retail Store,14-10-2023,0,October,4,Saturday,1,Premium,Young Adult,1638.19,Good,1,0
PROD0448,NYX,Eyeshadow,1240.6,5,10,5582.7,3.3,48,Female,Oily,Pune,Online,24-06-2023,0,June,2,Saturday,1,Mid-Range,Mature,1116.54,Average,0,0
PROD0449,L'Oreal,Lipstick,645.43,22,20,11359.57,4.8,46,Female,Dry,Ahmedabad,Online,18-11-2023,0,November,4,Saturday,1,Mid-Range,Mature,516.34,Excellent,1,0
PROD0450,Sugar,Concealer,2238.16,27,10,54387.29,4.8,19,Female,Combination,Hyderabad,Brand Store,10-01-2023,0,January,1,Tuesday,0,Premium,Mature,2014.34,Excellent,1,0
PROD0451,Maybelline,Concealer,2720.96,18,0,48977.28,4.6,37,Male,Sensitive,Kolkata,Brand Store,20-10-2023,0,October,4,Friday,0,Premium,Mature,2720.96,Excellent,1,0
PROD0452,NYX,Foundation,2556.56,21,25,40265.82,4.3,33,Male,Normal,Kolkata,Online,10-07-2023,0,July,3,Monday,0,Premium,Mature,1917.42,Good,1,0
PROD0453,Faces Canada,Eyeshadow,1417.88,8,0,11343.04,3.4,18,Female,Normal,Chennai,Online,05-09-2023,1,September,3,Tuesday,0,Mid-Range,Mature,1417.88,Average,0,11343.04
PROD0454,Sugar,Concealer,2104.08,34,0,71538.72,3.3,36,Female,Sensitive,Bangalore,Online,09-03-2023,0,March,1,Thursday,0,Premium,Mature,2104.08,Average,0,0
PROD0455,Faces Canada,Highlighter,611.87,20,10,11013.66,4.8,54,Male,Normal,Delhi,Retail Store,22-02-2023,0,February,1,Wednesday,0,Mid-Range,Mature,550.68,Excellent,1,0
PROD0456,Lakme,Blush,1549.09,20,5,29432.71,4.1,29,Female,Dry,Pune,Online,30-09-2023,0,September,3,Saturday,1,Premium,Young Adult,1471.64,Good,1,0
PROD0457,NYX,Foundation,776.98,18,20,11188.51,2.8,55,Female,Sensitive,Delhi,Online,13-06-2023,0,June,2,Tuesday,0,Mid-Range,Mature,621.58,Poor,0,0
PROD0458,Colorbar,Blush,800.1,5,0,4000.5,3.3,37,Female,Dry,Ahmedabad,Online,12-12-2023,0,December,4,Tuesday,0,Mid-Range,Mature,800.1,Average,0,0
PROD0459,Nykaa,Foundation,1553.53,46,10,64316.14,4,53,Female,Combination,Ahmedabad,Brand Store,12-04-2023,0,April,2,Wednesday,0,Premium,Mature,1398.18,Good,1,0
PROD0460,Maybelline,Primer,3418.39,49,10,150751,4.4,52,Female,Normal,Bangalore,Online,08-06-2023,0,June,2,Thursday,0,Premium,Mature,3076.55,Good,1,0
PROD0461,Sugar,Eyeliner,423.6,15,20,5083.2,2.9,55,Female,Normal,Hyderabad,Retail Store,07-12-2023,0,December,4,Thursday,0,Budget,Mature,338.88,Poor,0,0
PROD0462,Sugar,Concealer,1467.01,5,0,7335.05,3.7,38,Female,Dry,Ahmedabad,Retail Store,28-06-2023,0,June,2,Wednesday,0,Mid-Range,Mature,1467.01,Average,0,0
PROD0463,Nykaa,Foundation,2915.99,7,0,20411.93,3.3,20,Female,Normal,Hyderabad,Brand Store,31-07-2023,0,July,3,Monday,0,Premium,Mature,2915.99,Average,0,0
PROD0464,Sugar,Mascara,890.25,22,0,19585.5,3,53,Female,Sensitive,Kolkata,Retail Store,06-10-2023,0,October,4,Friday,0,Mid-Range,Mature,890.25,Average,0,0
PROD0465,Colorbar,Foundation,2977.43,8,5,22628.47,4,45,Male,Oily,Pune,Brand Store,01-04-2023,0,April,2,Saturday,1,Premium,Mature,2828.56,Good,1,0
PROD0466,Maybelline,Setting Spray,1465.05,39,20,45709.56,4.4,40,Female,Oily,Pune,Retail Store,13-03-2023,0,March,1,Monday,0,Mid-Range,Mature,1172.04,Good,1,0
PROD0467,L'Oreal,Lipstick,1719.69,29,15,42390.36,3.8,40,Female,Dry,Ahmedabad,Online,12-06-2023,0,June,2,Monday,0,Premium,Mature,1461.74,Average,0,0
